DLL Path: C:\Windows\System32\oobe\unbcl.dll
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Function Name                                                                                        Function Djb2 Hash
----------------------------------------------------------------------------------------------------------------------------------------------------------------
??0?$Array@E@UnBCL@@IEAA@XZ                                                                          0xdaa69b90                                         
?SetLiteralStorage@_@UnBCL@@YAXPEAPEBVString@2@PEBG@Z                                                0xfe101f9b                                         
?SetManager@?$CSimpleStringT@G$0A@@ATL@@QEAAXPEAUIAtlStringMgr@2@@Z                                  0xa12bd631                                         
?SetMessage@Exception@UnBCL@@MEAAXPEAVString@2@@Z                                                    0x0f1179b3                                         
?SetNamedItem@XmlAttributeCollection@UnBCL@@QEAAPEAVXmlNode@2@PEAV32@@Z                              0x7a61b581                                         
?SetOOMHandler@Allocator@UnBCL@@SAXPEAUIOutOfMemoryHandler@@@Z                                       0xa4ec9f0c                                         
?SetRef@Allocator@UnBCL@@SAXI@Z                                                                      0x1d09c1d1                                         
?SetRef@HeapMemoryManager@UnBCL@@UEAAXXZ                                                             0x71fb5579                                         
?SetSize@FileStream@UnBCL@@UEAAX_J@Z                                                                 0xb1c4b662                                         
?SetString@?$CSimpleStringT@G$0A@@ATL@@QEAAXPEBG@Z                                                   0xad2b89a7                                         
?SetString@?$CSimpleStringT@G$0A@@ATL@@QEAAXPEBGH@Z                                                  0x529cdd8f                                         
?SetSysString@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEBAPEAGPEAPEAG@Z        0x5e05874d                                         
?SetValue@?$Array@E@UnBCL@@UEAAXEH@Z                                                                 0x921c02a3                                         
?SetValue@?$Array@G@UnBCL@@UEAAXGH@Z                                                                 0x6e495fa7                                         
?SetValue@?$Array@H@UnBCL@@UEAAXHH@Z                                                                 0x5c600e29                                         
?SetValue@?$Array@PEAVObject@UnBCL@@@UnBCL@@UEAAXPEAVObject@2@H@Z                                    0x8a5b1585                                         
?SetValue@?$Array@PEAVString@UnBCL@@@UnBCL@@UEAAXPEAVString@2@H@Z                                    0x44201785                                         
?SetValue@RegistryKey@UnBCL@@QEAAXPEBVString@2@0H@Z                                                  0x78de8a1b                                         
?SetValue@RegistryKey@UnBCL@@QEAAXPEBVString@2@H@Z                                                   0xec643acb                                         
?SetValue@RegistryKey@UnBCL@@QEAAXPEBVString@2@PEBV?$Array@E@2@@Z                                    0x02f199a9                                         
?SetValue@RegistryKey@UnBCL@@QEAAXPEBVString@2@PEBV?$Array@PEAVString@UnBCL@@@2@@Z                   0x8b68373b                                         
?ShouldEnumerateReparsePoint@Directory@UnBCL@@SAHPEBVString@2@@Z                                     0xf4371a4a                                         
?SleepFor@Thread@UnBCL@@SAXI@Z                                                                       0x414c7dbf                                         
?Sort@?$Array@E@UnBCL@@SAXPEAV12@@Z                                                                  0x19c91c3c                                         
?Sort@?$Array@G@UnBCL@@SAXPEAV12@@Z                                                                  0xbbe3113e                                         
?Sort@?$Array@H@UnBCL@@SAXPEAV12@@Z                                                                  0x0cf00bbf                                         
?Sort@?$Array@PEAVObject@UnBCL@@@UnBCL@@SAXPEAV12@@Z                                                 0xe7f35d4e                                         
?Sort@?$Array@PEAVString@UnBCL@@@UnBCL@@SAXPEAV12@@Z                                                 0x16d5ae4e                                         
?Sort@?$ArrayList@G@UnBCL@@SAXPEAV12@@Z                                                              0x0417a7fa                                         
?Sort@?$ArrayList@G@UnBCL@@UEAAXXZ                                                                   0x2c4313eb                                         
?Sort@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@SAXPEAV12@@Z                                             0x1dca148a                                         
?Sort@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEAAXXZ                                                  0xd20b667b                                         
?SpanExcluding@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEBA?AV12@PEBG@Z        0x9e5bbc27                                         
?SpanIncluding@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEBA?AV12@PEBG@Z        0xfe2c3421                                         
?Split@String@UnBCL@@QEBAPEAV?$ArrayList@PEAVString@UnBCL@@@2@PEBG@Z                                 0x3397aeff                                         
?Split@String@UnBCL@@QEBAPEAV?$ArrayList@PEAVString@UnBCL@@@2@PEBGH@Z                                0xa68dade7                                         
?Start@Process@UnBCL@@SAPEAV12@PEBVProcessStartInfo@2@@Z                                             0x5357d83a                                         
?Start@Thread@UnBCL@@QEAAXXZ                                                                         0x29de7500                                         
?StartAddress@Thread@UnBCL@@CAKPEAX@Z                                                                0x0277925b                                         
?StartsWith@String@UnBCL@@QEBAHPEBGH@Z                                                               0x2a3cec4d                                         
?Steal@?$SmartPtr@V?$Array@E@UnBCL@@@UnBCL@@QEAAPEAV?$Array@E@2@XZ                                   0x6bfc49f1                                         
?Steal@?$SmartPtr@V?$Array@PEAVString@UnBCL@@@UnBCL@@@UnBCL@@QEAAPEAV?$Array@PEAVString@UnBCL@@@2@XZ 0x198ced35                                         
?Steal@?$SmartPtr@V?$ArrayList@PEAVString@UnBCL@@@UnBCL@@@UnBCL@@QEAAPEAV?$ArrayList@PEAVString@UnBCL@@@2@XZ 0x62366f2d                                         
?Steal@?$SmartPtr@VDecoder@UnBCL@@@UnBCL@@QEAAPEAVDecoder@2@XZ                                       0xb9b715af                                         
?Steal@?$SmartPtr@VEncoding@UnBCL@@@UnBCL@@QEAAPEAVEncoding@2@XZ                                     0xf0ef2291                                         
?Steal@?$SmartPtr@VObject@UnBCL@@@UnBCL@@QEAAPEAVObject@2@XZ                                         0xd4eac2b1                                         
?Steal@?$SmartPtr@VSerializationId@UnBCL@@@UnBCL@@QEAAPEAVSerializationId@2@XZ                       0x0c8199b9                                         
?Steal@?$SmartPtr@VSerializationStream@UnBCL@@@UnBCL@@QEAAPEAVSerializationStream@2@XZ               0x0c21f8d7                                         
?Steal@?$SmartPtr@VStream@UnBCL@@@UnBCL@@QEAAPEAVStream@2@XZ                                         0x0f66ec5b                                         
?Steal@?$SmartPtr@VString@UnBCL@@@UnBCL@@QEAAPEAVString@2@XZ                                         0xe97164b1                                         
?Steal@?$SmartPtr@VVersion@UnBCL@@@UnBCL@@QEAAPEAVVersion@2@XZ                                       0xed6ca60f                                         
?Steal@?$SmartPtr@VXmlNamespaceManager@UnBCL@@@UnBCL@@QEAAPEAVXmlNamespaceManager@2@XZ               0x1487ef55                                         
?StreamRead@?$SerializableArrayBase@E@_@UnBCL@@UEAAXAEAVSerializationStream@3@@Z                     0xa7611dc0                                         
?StreamRead@?$SerializableArrayBase@G@_@UnBCL@@UEAAXAEAVSerializationStream@3@@Z                     0xb1f26082                                         
?StreamRead@?$SerializableArrayBase@H@_@UnBCL@@UEAAXAEAVSerializationStream@3@@Z                     0xb73b01e3                                         
?StreamRead@?$SerializableArrayBase@PEAVString@UnBCL@@@_@UnBCL@@UEAAXAEAVSerializationStream@3@@Z    0x2f8a91d2                                         
?StreamRead@?$SerializableArrayListBase@PEAVString@UnBCL@@@_@UnBCL@@UEAAXAEAVSerializationStream@3@@Z 0x433a560e                                         
?StreamRead@?$SerializableArrayListPrimitiveBase@G@_@UnBCL@@UEAAXAEAVSerializationStream@3@@Z        0x17a72ad7                                         
?StreamRead@?$SerializableHashtableBase@PEAVString@UnBCL@@PEAV12@@_@UnBCL@@UEAAXAEAVSerializationStream@3@@Z 0x7e2ffe8e                                         
?StreamRead@?$SerializableStackBase@H@_@UnBCL@@UEAAXAEAVSerializationStream@3@@Z                     0xdbf3ac7a                                         
?StreamRead@MultiSz@UnBCL@@UEAAXAEAVSerializationStream@2@@Z                                         0x6246593f                                         
?StreamRead@OperatingSystem@UnBCL@@UEAAXAEAVSerializationStream@2@@Z                                 0x9bd65035                                         
?StreamRead@String@UnBCL@@QEAAXAEAVSerializationStream@2@@Z                                          0x1acb39da                                         
?StreamRead@Version@UnBCL@@UEAAXAEAVSerializationStream@2@@Z                                         0xe1145fed                                         
?StreamWrite@?$SerializableArrayBase@E@_@UnBCL@@UEBAXAEAVSerializationStream@3@@Z                    0xed4b4050                                         
?StreamWrite@?$SerializableArrayBase@G@_@UnBCL@@UEBAXAEAVSerializationStream@3@@Z                    0xf7dc8312                                         
?StreamWrite@?$SerializableArrayBase@H@_@UnBCL@@UEBAXAEAVSerializationStream@3@@Z                    0xfd252473                                         
?StreamWrite@?$SerializableArrayBase@PEAVString@UnBCL@@@_@UnBCL@@UEBAXAEAVSerializationStream@3@@Z   0x1ee88c42                                         
?StreamWrite@?$SerializableArrayListBase@PEAVString@UnBCL@@@_@UnBCL@@UEBAXAEAVSerializationStream@3@@Z 0xdb7c0ffe                                         
?StreamWrite@?$SerializableArrayListPrimitiveBase@G@_@UnBCL@@UEBAXAEAVSerializationStream@3@@Z       0xcd1525c7                                         
?StreamWrite@?$SerializableHashtableBase@PEAVString@UnBCL@@PEAV12@@_@UnBCL@@UEBAXAEAVSerializationStream@3@@Z 0x5f9c8d9e                                         
?StreamWrite@?$SerializableStackBase@H@_@UnBCL@@UEBAXAEAVSerializationStream@3@@Z                    0x21ddcf0a                                         
?StreamWrite@MultiSz@UnBCL@@UEBAXAEAVSerializationStream@2@@Z                                        0xa18aae4f                                         
?StreamWrite@OperatingSystem@UnBCL@@UEBAXAEAVSerializationStream@2@@Z                                0x83368445                                         
?StreamWrite@String@UnBCL@@QEBAXAEAVSerializationStream@2@@Z                                         0xbc7ca10a                                         
?StreamWrite@Version@UnBCL@@UEBAXAEAVSerializationStream@2@@Z                                        0x2058b4fd                                         
?StringLength@?$CSimpleStringT@G$0A@@ATL@@SAHPEBD@Z                                                  0x61b73546                                         
?StringLength@?$CSimpleStringT@G$0A@@ATL@@SAHPEBG@Z                                                  0x61b74209                                         
?Substring@String@UnBCL@@QEBAPEAV12@H@Z                                                              0xe3f5363a                                         
?Substring@String@UnBCL@@QEBAPEAV12@HH@Z                                                             0x629c1c82                                         
?Subtract@DateTime@UnBCL@@QEBA?AV12@AEBVTimeSpan@2@@Z                                                0x8920d42a                                         
?Subtract@DateTime@UnBCL@@QEBA?AVTimeSpan@2@AEBV12@@Z                                                0xfb11252a                                         
?Subtract@TimeSpan@UnBCL@@QEBA?AV12@AEBV12@@Z                                                        0xd24048ce                                         
?TICKS_PER_D@DateTime@UnBCL@@1_JB                                                                    0x01d04328                                         
?TICKS_PER_H@DateTime@UnBCL@@1_JB                                                                    0xcc816dac                                         
?TICKS_PER_M@DateTime@UnBCL@@1_JB                                                                    0x09dee2d1                                         
?TICKS_PER_MS@DateTime@UnBCL@@1_JB                                                                   0x3e647384                                         
?TICKS_PER_S@DateTime@UnBCL@@1_JB                                                                    0xb9e8a297                                         
?ThawHash@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@QEAAXXZ                                       0xfc03f547                                         
?ThrowLastError@Win32Exception@UnBCL@@SAXPEBGPEBDH@Z                                                 0x6f278353                                         
?ThrowLastError@Win32Exception@UnBCL@@SAXPEBVString@2@PEBDH@Z                                        0x21e7c0ab                                         
?ThrowMemoryException@?$CSimpleStringT@G$0A@@ATL@@KAXXZ                                              0xcb8de4ce                                         
?TimeToTicks@DateTime@UnBCL@@AEAA_JHHH@Z                                                             0x02a248b8                                         
?ToArray@?$ArrayList@G@UnBCL@@UEBAPEAV?$Array@G@2@XZ                                                 0x179b5e35                                         
?ToArray@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEBAPEAV?$Array@PEAVString@UnBCL@@@2@XZ               0x5b841a95                                         
?ToArray@MemoryStream@UnBCL@@UEBAPEAV?$Array@E@2@XZ                                                  0x2e500f93                                         
?ToByteArray@MultiSz@UnBCL@@QEBAPEAV?$Array@E@2@XZ                                                   0xfb34b356                                         
?ToFileTime@DateTime@UnBCL@@QEBA_JXZ                                                                 0x7017122b                                         
?ToFileTimeUtc@DateTime@UnBCL@@QEBA_JXZ                                                              0x671894d7                                         
?ToLower@Char@UnBCL@@SA?AV12@V12@@Z                                                                  0x67ff9d62                                         
?ToLower@Char@UnBCL@@SAGG@Z                                                                          0x7af82b7e                                         
?ToLower@String@UnBCL@@QEBAPEAV12@XZ                                                                 0x6da41f75                                         
?ToMultisz@MultiSz@UnBCL@@SAPEAGAEBU?$ICollection@PEAVString@UnBCL@@@2@@Z                            0x53a198f4                                         
?ToString@DateTime@UnBCL@@UEBAPEAVString@2@XZ                                                        0x156ea943                                         
?ToString@Exception@UnBCL@@UEBAPEAVString@2@XZ                                                       0x9cb924c5                                         
?ToString@Int32Ops@UnBCL@@SAPEAVString@2@H@Z                                                         0xe8cc877f                                         
?ToString@MultiSz@UnBCL@@QEBAPEAVString@2@G@Z                                                        0xd08a35b9                                         
?ToString@MultiSz@UnBCL@@UEBAPEAVString@2@XZ                                                         0xe8c320ce                                         
?ToString@Object@UnBCL@@UEBAPEAVString@2@XZ                                                          0xc9fda3ed                                         
?ToString@String@UnBCL@@UEBAPEAV12@XZ                                                                0x74747267                                         
?ToString@StringBuilder@UnBCL@@UEBAPEAVString@2@XZ                                                   0x883182f4                                         
?ToString@Type@UnBCL@@UEBAPEAVString@2@XZ                                                            0x7be848d8                                         
?ToString@Version@UnBCL@@UEBAPEAVString@2@XZ                                                         0xae2aeefc                                         
?ToUpper@String@UnBCL@@QEBAPEAV12@XZ                                                                 0xd4971d18                                         
?Tokenize@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEBA?AV12@PEBGAEAH@Z         0x86b761ea                                         
?Trim@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV12@G@Z                   0x2a7a5e5d                                         
?Trim@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV12@PEBG@Z                0x194592f4                                         
?Trim@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV12@XZ                    0x2fd52bee                                         
?Trim@String@UnBCL@@QEBAPEAV12@PEBG@Z                                                                0xc802d60b                                         
?Trim@String@UnBCL@@QEBAPEAV12@XZ                                                                    0x25d67b85                                         
?TrimEnd@String@UnBCL@@QEBAPEAV12@PEBG@Z                                                             0x61ba2222                                         
?TrimLeft@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV12@G@Z               0x3c116848                                         
?TrimLeft@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV12@PEBG@Z            0x5cecd8ff                                         
?TrimLeft@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV12@XZ                0x6e6d2479                                         
?TrimRight@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV12@G@Z              0xe22a043b                                         
?TrimRight@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV12@PEBG@Z           0xc188d412                                         
?TrimRight@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV12@XZ               0xff188e0c                                         
?TrimRight@MutableString@UnBCL@@QEAAXPEBG@Z                                                          0x61f1e31b                                         
?TrimStart@String@UnBCL@@QEBAPEAV12@PEBG@Z                                                           0x5df46b99                                         
?Truncate@?$CSimpleStringT@G$0A@@ATL@@QEAAXH@Z                                                       0xa0fd5334                                         
?UNICODE_CODEPAGE@UnicodeEncoding@UnBCL@@0HB                                                         0xc7647a3e                                         
?UnlockBuffer@?$CSimpleStringT@G$0A@@ATL@@QEAAXXZ                                                    0xeede9c24                                         
?UnregisterAllTypesForDllUnload@SerializationStream@UnBCL@@SAXXZ                                     0xa192799c                                         
?UnregisterType@SerializationStream@UnBCL@@SAXPEBVString@2@HPEAUHINSTANCE__@@@Z                      0xa8acd396                                         
?Validate@Allocator@UnBCL@@SAXI@Z                                                                    0x50b89bf2                                         
?Validate@HeapMemoryManager@UnBCL@@UEAAXXZ                                                           0x2e5c24ba                                         
?ValueDestroy@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@IEBAXPEAVString@2@@Z                      0xf1286f8c                                         
?ValueEquals@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@IEBAHPEAVString@2@0@Z                      0x0777116d                                         
?Wait@Monitor@UnBCL@@SAHPEAVSyncObject@2@@Z                                                          0xad75871d                                         
?WaitForExit@Process@UnBCL@@QEAAHH@Z                                                                 0x347f6d8f                                         
?WaitForExit@Process@UnBCL@@QEAAXXZ                                                                  0x94fc60cf                                         
?WaitOne@WaitHandle@UnBCL@@UEAAHXZ                                                                   0xccc22c86                                         
?WithLongPrefix@Path@UnBCL@@SAPEAVString@2@PEBV32@H@Z                                                0x5aa6c7bc                                         
?WithLongPrefixStd@Path@UnBCL@@SAPEAVString@2@PEBV32@H@Z                                             0xf06383a7                                         
?WithLongPrefixUNC@Path@UnBCL@@SAPEAVString@2@PEBV32@H@Z                                             0x001d2362                                         
?WithoutLongPrefix@Path@UnBCL@@SAPEAVString@2@PEBV32@@Z                                              0x97cd96ec                                         
?WithoutLongPrefix@Path@UnBCL@@SAPEAVString@2@PEBV32@AEAH@Z                                          0x6255327b                                         
?Write@BufferedStream@UnBCL@@UEAAXPEBEHH@Z                                                           0xedbe090c                                         
?Write@FileStream@UnBCL@@UEAAXPEBEHH@Z                                                               0xebd05889                                         
?Write@MemoryStream@UnBCL@@UEAAXPEBEHH@Z                                                             0x36849522                                         
?Write@StreamWriter@UnBCL@@UEAAXPEBVString@2@HH@Z                                                    0x1169cf20                                         
?WriteBytes@SerializationStream@UnBCL@@QEAAXPEBEH@Z                                                  0xb5b30d22                                         
?WriteFormat@TextWriter@UnBCL@@UEAAXPEBGZZ                                                           0xd661c834                                         
?WriteLine@TextWriter@UnBCL@@UEAAXPEBGZZ                                                             0x1fbebef3                                         
?WriteLine@TextWriter@UnBCL@@UEAAXXZ                                                                 0x0a91ca13                                         
?WriteObject@SerializationStream@UnBCL@@IEAAXPEBUISerializable@2@@Z                                  0x8cd45364                                         
?WriteObjectHeader@SerializationStream@UnBCL@@AEAAHPEBVObject@2@@Z                                   0xd0083e4d                                         
?WritePhantomObject@SerializationStream@UnBCL@@QEAAHPEBVObject@2@@Z                                  0x77aa92eb                                         
?WriteUnformat@TextWriter@UnBCL@@UEAAXPEBG@Z                                                         0x4130999d                                         
?_Compare@String@UnBCL@@SAHV?$SmartPtr@VString@UnBCL@@@2@0H@Z                                        0x9bc5e84c                                         
?_CompareTo@String@UnBCL@@QEBAHV?$SmartPtr@VString@UnBCL@@@2@@Z                                      0xad8f327c                                         
?_CompareTo@String@UnBCL@@QEBAHV?$SmartPtr@VString@UnBCL@@@2@H@Z                                     0x5f75a104                                         
?_Concat@String@UnBCL@@SA?AV?$SmartPtr@VString@UnBCL@@@2@V32@000@Z                                   0x3bc1bd48                                         
?_Concat@String@UnBCL@@SA?AV?$SmartPtr@VString@UnBCL@@@2@V32@00@Z                                    0x5ee6d958                                         
?_Concat@String@UnBCL@@SA?AV?$SmartPtr@VString@UnBCL@@@2@V32@0@Z                                     0xc4d0b368                                         
?_Concat@String@UnBCL@@SA?AV?$SmartPtr@VString@UnBCL@@@2@V32@@Z                                      0xa8df8b78                                         
?_EndsWith@String@UnBCL@@QEBAHV?$SmartPtr@VString@UnBCL@@@2@@Z                                       0xe3856518                                         
?_IndexOf@String@UnBCL@@QEBAHV?$SmartPtr@VString@UnBCL@@@2@@Z                                        0x454524bf                                         
?_IndexOf@String@UnBCL@@QEBAHV?$SmartPtr@VString@UnBCL@@@2@H@Z                                       0xede9dba7                                         
?_IndexOfAny@String@UnBCL@@QEBAHV?$SmartPtr@VString@UnBCL@@@2@H@Z                                    0xe14f65cf                                         
?_IndexOfAny@String@UnBCL@@QEBAHV?$SmartPtr@VString@UnBCL@@@2@HH@Z                                   0x0b3c3eb7                                         
?_Insert@String@UnBCL@@QEBA?AV?$SmartPtr@VString@UnBCL@@@2@HV32@@Z                                   0xd38d4c22                                         
?_LastIndexOf@String@UnBCL@@QEBAHV?$SmartPtr@VString@UnBCL@@@2@@Z                                    0xe5aa9673                                         
?_LastIndexOf@String@UnBCL@@QEBAHV?$SmartPtr@VString@UnBCL@@@2@HH@Z                                  0xfaae1e43                                         
?_LastIndexOfAny@String@UnBCL@@QEBAHV?$SmartPtr@VString@UnBCL@@@2@HH@Z                               0xed90e0eb                                         
?_Match@String@UnBCL@@SAHV?$SmartPtr@VString@UnBCL@@@2@0@Z                                           0x3245ab0a                                         
?_Remove@String@UnBCL@@QEBA?AV?$SmartPtr@VString@UnBCL@@@2@HH@Z                                      0xe9f73848                                         
?_Replace@String@UnBCL@@QEBA?AV?$SmartPtr@VString@UnBCL@@@2@V32@0@Z                                  0x4d61d751                                         
?_Split@String@UnBCL@@QEBA?AV?$SmartPtr@V?$Array@V?$SmartPtr@VString@UnBCL@@@UnBCL@@@UnBCL@@@2@V?$SmartPtr@VString@UnBCL@@@2@@Z 0xae789c35                                         
?_StartsWith@String@UnBCL@@QEBAHV?$SmartPtr@VString@UnBCL@@@2@@Z                                     0x6029472f                                         
?_Substring@String@UnBCL@@QEBA?AV?$SmartPtr@VString@UnBCL@@@2@H@Z                                    0xf7a6da53                                         
?_Substring@String@UnBCL@@QEBA?AV?$SmartPtr@VString@UnBCL@@@2@HH@Z                                   0xec8243bb                                         
?_ToLower@String@UnBCL@@QEBA?AV?$SmartPtr@VString@UnBCL@@@2@XZ                                       0x92568f0e                                         
?_ToUpper@String@UnBCL@@QEBA?AV?$SmartPtr@VString@UnBCL@@@2@XZ                                       0x5ba83a11                                         
?_Trim@String@UnBCL@@QEBA?AV?$SmartPtr@VString@UnBCL@@@2@V32@@Z                                      0xc0ff8761                                         
?_Trim@String@UnBCL@@QEBA?AV?$SmartPtr@VString@UnBCL@@@2@XZ                                          0x4a0e817e                                         
?_TrimEnd@String@UnBCL@@QEBA?AV?$SmartPtr@VString@UnBCL@@@2@V32@@Z                                   0x858c56f8                                         
?_TrimStart@String@UnBCL@@QEBA?AV?$SmartPtr@VString@UnBCL@@@2@V32@@Z                                 0x719cb80f                                         
?get_Architecture@OperatingSystem@UnBCL@@QEBAKXZ                                                     0x01bc395e                                         
?get_Arguments@ProcessStartInfo@UnBCL@@QEBAPEBVString@2@XZ                                           0xf4ee1407                                         
?get_Attributes@XmlNode@UnBCL@@QEAAPEAVXmlAttributeCollection@2@XZ                                   0x5a4485ee                                         
?get_Attributes@XmlNode@XmlLite@UnBCL@@QEAAPEAVXmlAttributeCollection@23@XZ                          0x3acec8a0                                         
?get_AutoDelete@?$Array@E@UnBCL@@UEBAHXZ                                                             0x3285e1c1                                         
?get_AutoDelete@?$Array@G@UnBCL@@UEBAHXZ                                                             0x4af02d83                                         
?get_AutoDelete@?$Array@H@UnBCL@@UEBAHXZ                                                             0x57255364                                         
?get_AutoDelete@?$Array@PEAVObject@UnBCL@@@UnBCL@@UEBAHXZ                                            0xd3bea1f3                                         
?get_AutoDelete@?$Array@PEAVString@UnBCL@@@UnBCL@@UEBAHXZ                                            0x96aa52f3                                         
?get_AutoDelete@?$ArrayList@G@UnBCL@@UEBAHXZ                                                         0xc02b183f                                         
?get_AutoDelete@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEBAHXZ                                        0x7a978d2f                                         
?get_AutoDeleteKey@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@UEBAHXZ                              0x00e785d8                                         
?get_AutoDeleteValue@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@UEBAHXZ                            0x403f488c                                         
?get_BiosName@SystemInfo@UnBCL@@QEBAPEBVString@2@XZ                                                  0xd5e71c97                                         
?get_BiosReleaseDate@SystemInfo@UnBCL@@QEBAPEBVString@2@XZ                                           0x5b33c095                                         
?get_BiosVersion@SystemInfo@UnBCL@@QEBAPEBVString@2@XZ                                               0x848dac7c                                         
?get_Buffer@MultiSz@UnBCL@@QEBAPEBGXZ                                                                0x53217972                                         
?get_Build@Version@UnBCL@@QEBAHXZ                                                                    0x3f288300                                         
?get_CSDVersion@Version@UnBCL@@QEBAPEAVString@2@XZ                                                   0x1021da7d                                         
?get_CString@String@UnBCL@@QEBAPEBGXZ                                                                0x6ce64e51                                         
?get_CString@StringBuilder@UnBCL@@QEBAPEBGXZ                                                         0x29387b98                                         
?get_CanWrite@BufferedStream@UnBCL@@UEBAHXZ                                                          0x68d97f5a                                         
?get_CanWrite@FileStream@UnBCL@@UEBAHXZ                                                              0x6b872497                                         
?get_CanWrite@MemoryStream@UnBCL@@UEBAHXZ                                                            0xc83ca2b0                                         
?get_Capacity@?$ArrayList@G@UnBCL@@UEBAHXZ                                                           0xd090e9a1                                         
?get_Capacity@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEBAHXZ                                          0x37f28ed1                                         
?get_Capacity@MemoryStream@UnBCL@@UEBAHXZ                                                            0xae6b82e1                                         
?get_Chars@String@UnBCL@@QEBAAEBGH@Z                                                                 0xc4b29b69                                         
?get_Chars@StringBuilder@UnBCL@@QEBAGH@Z                                                             0xd4c18868                                         
?get_ChildNodes@XmlNode@UnBCL@@QEAAPEAVXmlNodeList@2@XZ                                              0x07d5a006                                         
?get_ChildNodes@XmlNode@XmlLite@UnBCL@@QEAAPEAVXmlNodeList@23@XZ                                     0x275ca118                                         
?get_CodePage@Encoding@UnBCL@@UEBAHXZ                                                                0xa0717bed                                         
?get_ComputerName@SystemInfo@UnBCL@@QEBAPEBVString@2@XZ                                              0x7f3198f9                                         
?get_Context@SerializationStream@UnBCL@@QEBAPEAVObject@2@XZ                                          0xcf2eb3a6                                         
?get_Count@?$Array@E@UnBCL@@UEBAHXZ                                                                  0x61ffce9e                                         
?get_Count@?$Array@G@UnBCL@@UEBAHXZ                                                                  0x7a6a1a60                                         
?get_Count@?$Array@H@UnBCL@@UEBAHXZ                                                                  0x869f4041                                         
?get_Count@?$Array@PEAVObject@UnBCL@@@UnBCL@@UEBAHXZ                                                 0xf4e98470                                         
?get_Count@?$Array@PEAVString@UnBCL@@@UnBCL@@UEBAHXZ                                                 0xb7d53570                                         
?get_Count@?$ArrayList@G@UnBCL@@UEBAHXZ                                                              0xc25a2b9c                                         
?get_Count@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEBAHXZ                                             0x2339662c                                         
?get_Count@?$CollectionBase@PEAVObject@UnBCL@@@UnBCL@@UEBAHXZ                                        0x031dca78                                         
?get_Count@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@UEBAHXZ                                      0x4020c66c                                         
?get_Count@?$Stack@H@UnBCL@@UEBAHXZ                                                                  0x06bb4ed8                                         
?get_Count@?$Stack@PEAVObject@UnBCL@@@UnBCL@@UEBAHXZ                                                 0xd57173e7                                         
?get_Count@StreamCounter@UnBCL@@QEBA_KXZ                                                             0xd833c221                                         
?get_Count@XmlAttributeCollection@UnBCL@@QEAAHXZ                                                     0x02c07e23                                         
?get_Count@XmlAttributeCollection@XmlLite@UnBCL@@QEBAHXZ                                             0xaf486a23                                         
?get_Count@XmlNodeList@UnBCL@@QEAAHXZ                                                                0xec5e0a25                                         
?get_Count@XmlNodeList@XmlLite@UnBCL@@QEBAHXZ                                                        0xdcaad825                                         
?get_Current@FileSystemEnumerator@UnBCL@@UEBAPEAVString@2@XZ                                         0xec67aa05                                         
?get_Current@RegSubkeyEnumerator@UnBCL@@UEBAPEBGXZ                                                   0xa18fe63a                                         
