DLL Path: C:\Windows\System32\oobe\unbcl.dll
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Function Name                                                                                        Function Djb2 Hash
----------------------------------------------------------------------------------------------------------------------------------------------------------------
??0?$Array@E@UnBCL@@IEAA@XZ                                                                          0xdaa69b90                                         
??1XmlSchemaSet@UnBCL@@UEAA@XZ                                                                       0x61b959a4                                         
??2Object@UnBCL@@SAPEAX_K@Z                                                                          0xbe7ee326                                         
??2Object@UnBCL@@SAPEAX_KI@Z                                                                         0x8e5b6b2f                                         
??2Object@UnBCL@@SAPEAX_KPEBDH@Z                                                                     0xfc6117a9                                         
??2Object@UnBCL@@SAPEAX_KPEBDHI@Z                                                                    0x88843012                                         
??3Object@UnBCL@@SAXPEAX@Z                                                                           0x5e277b55                                         
??3Object@UnBCL@@SAXPEAXPEBDH@Z                                                                      0xa2cb2538                                         
??4?$Array@E@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                             0x004d0981                                         
??4?$Array@G@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                             0xac84e083                                         
??4?$Array@H@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                             0x82a0cc04                                         
??4?$Array@PEAVObject@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                            0x7eaf27f3                                         
??4?$Array@PEAVString@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                            0xcf5278f3                                         
??4?$ArrayList@G@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                         0xd1f150bf                                         
??4?$ArrayList@PEAVString@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                        0x765ce8af                                         
??4?$CSimpleStringT@G$0A@@ATL@@QEAAAEAV01@AEBV01@@Z                                                  0x1a57711e                                         
??4?$CSimpleStringT@G$0A@@ATL@@QEAAAEAV01@AEBV?$CSimpleStringT@G$00@1@@Z                             0xbdf8ef34                                         
??4?$CSimpleStringT@G$0A@@ATL@@QEAAAEAV01@PEBG@Z                                                     0x53a4c29d                                         
??4?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV01@AEBUtagVARIANT@@@Z       0xd03d1919                                         
??4?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV01@AEBV01@@Z                0x01a1438a                                         
??4?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV01@D@Z                      0x8b69eb4f                                         
??4?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV01@G@Z                      0x8b69f812                                         
??4?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV01@PEBD@Z                   0xdc1dbfc6                                         
??4?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV01@PEBE@Z                   0xdc1dc407                                         
??4?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAAEAV01@PEBG@Z                   0xdc1dcc89                                         
??4?$CollectionBase@PEAVObject@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                   0xb1702f5b                                         
??4?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                 0xd02e2e8f                                         
??4?$ICollection@E@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                     0xced9b98c                                         
??4?$ICollection@E@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                       0xa66bed35                                         
??4?$ICollection@G@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                     0x6863590e                                         
??4?$ICollection@G@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                       0x52a3c437                                         
??4?$ICollection@H@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                     0x352828cf                                         
??4?$ICollection@H@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                       0x28bfafb8                                         
??4?$ICollection@PEAVObject@UnBCL@@@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                    0xe5cf133e                                         
??4?$ICollection@PEAVObject@UnBCL@@@UnBCL@@QEAAAEAU01@AEBU01@@Z                                      0xfc7b3267                                         
??4?$ICollection@PEAVString@UnBCL@@@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                    0xec8aa43e                                         
??4?$ICollection@PEAVString@UnBCL@@@UnBCL@@QEAAAEAU01@AEBU01@@Z                                      0x4d1e8367                                         
??4?$ICollection@V?$DictionaryEntry@PEAVString@UnBCL@@PEAV12@@UnBCL@@@UnBCL@@QEAAAEAU01@$$QEAU01@@Z  0x3dba59a2                                         
??4?$ICollection@V?$DictionaryEntry@PEAVString@UnBCL@@PEAV12@@UnBCL@@@UnBCL@@QEAAAEAU01@AEBU01@@Z    0x23598fcb                                         
??4?$IComparer@PEAVString@UnBCL@@@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                      0x1d59afab                                         
??4?$IComparer@PEAVString@UnBCL@@@UnBCL@@QEAAAEAU01@AEBU01@@Z                                        0x1de9cf94                                         
??4?$IDictionary@PEAVString@UnBCL@@PEAV12@@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                             0xee1931d7                                         
??4?$IDictionary@PEAVString@UnBCL@@PEAV12@@UnBCL@@QEAAAEAU01@AEBU01@@Z                               0x524ad6c0                                         
??4?$IEnumerable@E@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                     0x645d59a0                                         
??4?$IEnumerable@E@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                       0xdca07849                                         
??4?$IEnumerable@G@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                     0xfde6f922                                         
??4?$IEnumerable@G@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                       0x88d84f4b                                         
??4?$IEnumerable@H@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                     0xcaabc8e3                                         
??4?$IEnumerable@H@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                       0x5ef43acc                                         
??4?$IEnumerable@PEAVObject@UnBCL@@@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                    0x00c15dd2                                         
??4?$IEnumerable@PEAVObject@UnBCL@@@UnBCL@@QEAAAEAU01@AEBU01@@Z                                      0x7f71c7fb                                         
??4?$IEnumerable@PEAVString@UnBCL@@@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                    0x077ceed2                                         
??4?$IEnumerable@PEAVString@UnBCL@@@UnBCL@@QEAAAEAU01@AEBU01@@Z                                      0xd01518fb                                         
??4?$IEnumerable@PEBG@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                  0x253364d9                                         
??4?$IEnumerable@PEBG@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                    0xefd86142                                         
??4?$IEnumerable@V?$DictionaryEntry@PEAVString@UnBCL@@PEAV12@@UnBCL@@@UnBCL@@QEAAAEAU01@$$QEAU01@@Z  0x87e2e936                                         
??4?$IEnumerable@V?$DictionaryEntry@PEAVString@UnBCL@@PEAV12@@UnBCL@@@UnBCL@@QEAAAEAU01@AEBU01@@Z    0x99312a5f                                         
??4?$IEnumerator@PEAVString@UnBCL@@@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                    0x68d1a814                                         
??4?$IEnumerator@PEAVString@UnBCL@@@UnBCL@@QEAAAEAU01@AEBU01@@Z                                      0xaf0699bd                                         
??4?$IEnumerator@PEBG@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                  0xcb84329b                                         
??4?$IEnumerator@PEBG@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                    0xe4b6d684                                         
??4?$IList@E@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                           0xb572b7dc                                         
??4?$IList@E@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                             0xcf111785                                         
??4?$IList@G@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                           0x4efc575e                                         
??4?$IList@G@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                             0x7b48ee87                                         
??4?$IList@H@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                           0x1bc1271f                                         
??4?$IList@H@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                             0x5164da08                                         
??4?$IList@PEAVObject@UnBCL@@@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                          0x2c2e7b8e                                         
??4?$IList@PEAVObject@UnBCL@@@UnBCL@@QEAAAEAU01@AEBU01@@Z                                            0x2c4446b7                                         
??4?$IList@PEAVString@UnBCL@@@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                          0x32ea0c8e                                         
??4?$IList@PEAVString@UnBCL@@@UnBCL@@QEAAAEAU01@AEBU01@@Z                                            0x7ce797b7                                         
??4?$SerializableArrayBase@E@_@UnBCL@@QEAAAEAV012@$$QEAV012@@Z                                       0x466a126d                                         
??4?$SerializableArrayBase@E@_@UnBCL@@QEAAAEAV012@AEBV012@@Z                                         0x926327b6                                         
??4?$SerializableArrayBase@G@_@UnBCL@@QEAAAEAV012@$$QEAV012@@Z                                       0xc2dba2ef                                         
??4?$SerializableArrayBase@G@_@UnBCL@@QEAAAEAV012@AEBV012@@Z                                         0xb4d2afb8                                         
??4?$SerializableArrayBase@H@_@UnBCL@@QEAAAEAV012@$$QEAV012@@Z                                       0x01146b30                                         
??4?$SerializableArrayBase@H@_@UnBCL@@QEAAAEAV012@AEBV012@@Z                                         0xc60a73b9                                         
??4?$SerializableArrayBase@PEAVString@UnBCL@@@_@UnBCL@@QEAAAEAV012@$$QEAV012@@Z                      0xd5f1459f                                         
??4?$SerializableArrayBase@PEAVString@UnBCL@@@_@UnBCL@@QEAAAEAV012@AEBV012@@Z                        0x57bfe668                                         
??4?$SerializableArrayListBase@PEAVString@UnBCL@@@_@UnBCL@@QEAAAEAV012@$$QEAV012@@Z                  0xe39503db                                         
??4?$SerializableArrayListBase@PEAVString@UnBCL@@@_@UnBCL@@QEAAAEAV012@AEBV012@@Z                    0xcfa6e5a4                                         
??4?$SerializableArrayListPrimitiveBase@G@_@UnBCL@@QEAAAEAV012@$$QEAV012@@Z                          0xce6aef84                                         
??4?$SerializableArrayListPrimitiveBase@G@_@UnBCL@@QEAAAEAV012@AEBV012@@Z                            0xad8bd30d                                         
??4?$SerializableBase@V?$Array@E@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?NewLarvalArray@?$StaticArrayOps@E@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@$$QEAV01@@Z 0x5f7d3ca6                                         
??4?$SerializableBase@V?$Array@E@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?NewLarvalArray@?$StaticArrayOps@E@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@AEBV01@@Z 0xf4947e0f                                         
??4?$SerializableBase@V?$Array@G@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?NewLarvalArray@?$StaticArrayOps@G@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@$$QEAV01@@Z 0x7c4f986a                                         
??4?$SerializableBase@V?$Array@G@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?NewLarvalArray@?$StaticArrayOps@G@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@AEBV01@@Z 0x7ed518d3                                         
??4?$SerializableBase@V?$Array@H@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?NewLarvalArray@?$StaticArrayOps@H@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@$$QEAV01@@Z 0x8ab8c64c                                         
??4?$SerializableBase@V?$Array@H@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?NewLarvalArray@?$StaticArrayOps@H@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@AEBV01@@Z 0xc3f56635                                         
??4?$SerializableBase@V?$Array@PEAVString@UnBCL@@@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?NewLarvalArray@?$StaticArrayOps@PEAVString@UnBCL@@@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@$$QEAV01@@Z 0x417d6d6a                                         
??4?$SerializableBase@V?$Array@PEAVString@UnBCL@@@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?NewLarvalArray@?$StaticArrayOps@PEAVString@UnBCL@@@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@AEBV01@@Z 0x0489add3                                         
??4?$SerializableBase@V?$ArrayList@G@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?OperatorNew@?$StaticOps@V?$ArrayList@G@UnBCL@@@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@$$QEAV01@@Z 0xb15f277a                                         
??4?$SerializableBase@V?$ArrayList@G@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?OperatorNew@?$StaticOps@V?$ArrayList@G@UnBCL@@@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@AEBV01@@Z 0x0195a3e3                                         
??4?$SerializableBase@V?$ArrayList@PEAVString@UnBCL@@@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?OperatorNew@?$StaticOps@V?$ArrayList@PEAVString@UnBCL@@@UnBCL@@@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@$$QEAV01@@Z 0x3f26d97a                                         
??4?$SerializableBase@V?$ArrayList@PEAVString@UnBCL@@@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?OperatorNew@?$StaticOps@V?$ArrayList@PEAVString@UnBCL@@@UnBCL@@@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@AEBV01@@Z 0xb5c8d5e3                                         
??4?$SerializableBase@V?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?OperatorNew@?$StaticOps@V?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@$$QEAV01@@Z 0xf478ae1a                                         
??4?$SerializableBase@V?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?OperatorNew@?$StaticOps@V?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@AEBV01@@Z 0x355d0283                                         
??4?$SerializableBase@V?$Stack@H@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?OperatorNew@?$StaticOps@V?$Stack@H@UnBCL@@@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@$$QEAV01@@Z 0x49c68172                                         
??4?$SerializableBase@V?$Stack@H@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?OperatorNew@?$StaticOps@V?$Stack@H@UnBCL@@@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@AEBV01@@Z 0x21ee1fdb                                         
??4?$SerializableBase@VMultiSz@UnBCL@@$0A@V?$DefaultInstanceFactory@VMultiSz@UnBCL@@@2@@UnBCL@@QEAAAEAV01@$$QEAV01@@Z 0xf42232fc                                         
??4?$SerializableBase@VMultiSz@UnBCL@@$0A@V?$DefaultInstanceFactory@VMultiSz@UnBCL@@@2@@UnBCL@@QEAAAEAV01@AEBV01@@Z 0xa1bbe6e5                                         
??4?$SerializableBase@VOperatingSystem@UnBCL@@$00V?$DefaultInstanceFactory@VOperatingSystem@UnBCL@@@2@@UnBCL@@QEAAAEAV01@$$QEAV01@@Z 0x05fbc797                                         
??4?$SerializableBase@VOperatingSystem@UnBCL@@$00V?$DefaultInstanceFactory@VOperatingSystem@UnBCL@@@2@@UnBCL@@QEAAAEAV01@AEBV01@@Z 0xb36198c0                                         
??4?$SerializableBase@VVersion@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?OperatorNew@?$StaticOps@VVersion@UnBCL@@@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@$$QEAV01@@Z 0x4e9505fc                                         
??4?$SerializableBase@VVersion@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?OperatorNew@?$StaticOps@VVersion@UnBCL@@@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@UnBCL@@QEAAAEAV01@AEBV01@@Z 0x0b5df9e5                                         
??4?$SerializableHashtableBase@PEAVString@UnBCL@@PEAV12@@_@UnBCL@@QEAAAEAV012@$$QEAV012@@Z           0xd39cb1fb                                         
??4?$SerializableHashtableBase@PEAVString@UnBCL@@PEAV12@@_@UnBCL@@QEAAAEAV012@AEBV012@@Z             0xa7ac8bc4                                         
??4?$SerializableStackBase@H@_@UnBCL@@QEAAAEAV012@$$QEAV012@@Z                                       0x51e5d7e7                                         
??4?$SerializableStackBase@H@_@UnBCL@@QEAAAEAV012@AEBV012@@Z                                         0x7f5b46b0                                         
??4?$SmartPtr@V?$Array@E@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                         0x2f87eccb                                         
??4?$SmartPtr@V?$Array@PEAVString@UnBCL@@@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                        0x264b84fd                                         
??4?$SmartPtr@V?$ArrayList@PEAVString@UnBCL@@@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                    0xe99f0bb9                                         
??4?$SmartPtr@VDecoder@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                           0xed8f099a                                         
??4?$SmartPtr@VEncoding@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                          0x40ce9f0b                                         
??4?$SmartPtr@VObject@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                            0xd304d0fb                                         
??4?$SmartPtr@VSerializationId@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                   0xbfe958cf                                         
??4?$SmartPtr@VSerializationStream@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                               0x91e5e46e                                         
??4?$SmartPtr@VStream@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                            0x0bbac5d0                                         
??4?$SmartPtr@VString@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                            0x23a821fb                                         
??4?$SmartPtr@VVersion@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                           0x0bdcdeca                                         
??4?$SmartPtr@VXmlNamespaceManager@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                               0x8161457d                                         
??4?$Stack@H@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                             0xc64597fb                                         
??4?$Stack@PEAVObject@UnBCL@@@UnBCL@@QEAAAEAV01@AEBV01@@Z                                            0x433e40ca                                         
??4ASCIIEncoding@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                       0x8aac65a1                                         
??4ASCIIEncoding@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                         0x825f2c4a                                         
??4AbandonedMutexException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                             0xfc76acaf                                         
??4AbandonedMutexException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                               0x7b3057d8                                         
??4Allocator@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                           0x15a43b52                                         
??4Allocator@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                             0x7d53e1bb                                         
??4ApplicationException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                0x7b106854                                         
??4ApplicationException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                  0xb86ce63d                                         
??4ArgumentException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                   0xb9c42e43                                         
??4ArgumentException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                     0x1248646c                                         
??4ArgumentNullException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                               0x8526807e                                         
??4ArgumentNullException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                 0x2aeaebe7                                         
??4ArgumentOutOfRangeException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                         0xe892517d                                         
??4ArgumentOutOfRangeException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                           0xbae07126                                         
??4ArithmeticException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                 0x6030f34a                                         
??4ArithmeticException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                   0x2ae23bb3                                         
??4BufferedStream@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                        0x293f83e9                                         
??4CaseInsensitiveStringComparer@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                       0x2178b12e                                         
??4CaseInsensitiveStringComparer@UnBCL@@QEAAAEAV01@AEBV01@@Z                                         0x22993097                                         
??4Char@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                                  0x68106358                                         
??4ConsoleLogHandler@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                   0x8847ca64                                         
??4ConsoleLogHandler@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                     0x3144844d                                         
??4DateTime@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                              0x50a10047                                         
??4Decoder@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                             0x0f9e87a7                                         
??4Decoder@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                               0xba3514d0                                         
??4Delegate@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                            0xebc2816c                                         
??4Delegate@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                              0xdb15d955                                         
??4Directory@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                           0xff7e3f46                                         
??4Directory@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                             0xed3458af                                         
??4DirectoryInfo@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                       0x3efd6372                                         
??4DirectoryInfo@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                         0x380481db                                         
??4Encoding@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                            0x118a7198                                         
??4Encoding@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                              0x0b8bce81                                         
??4Environment@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                         0x80ec9c06                                         
??4Environment@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                           0x81e4856f                                         
??4Exception@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                             0x5a709329                                         
??4ExternalException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                   0x1701a4e3                                         
??4ExternalException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                     0xa677b30c                                         
??4File@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                                0x50643271                                         
??4File@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                                  0x1f1d851a                                         
??4FileStream@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                            0xa3f950c6                                         
??4FileSystemEnumerator@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                  0xd53ec4c1                                         
??4FormatException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                     0xd7032929                                         
??4FormatException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                       0xfd9f6dd2                                         
??4HeapMemoryManager@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                     0x11e3794c                                         
??4IDisposable@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                         0xb867efde                                         
??4IDisposable@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                           0x0bf46707                                         
??4IInstanceFactory@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                    0x6f5cf3c5                                         
??4IInstanceFactory@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                      0x1e39452e                                         
??4IPoolable@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                           0x557bbca6                                         
??4IPoolable@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                             0x569e61cf                                         
??4ISerializable@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                       0x5e89058f                                         
??4ISerializable@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                         0xc6c25c78                                         
??4IndexOutOfRangeException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                            0x83d7ea72                                         
??4IndexOutOfRangeException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                              0xa69148db                                         
??4Int32Ops@UnBCL@@QEAAAEAU01@$$QEAU01@@Z                                                            0x600b8b31                                         
??4Int32Ops@UnBCL@@QEAAAEAU01@AEBU01@@Z                                                              0x2543119a                                         
??4InvalidCastException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                0x8b895e32                                         
??4InvalidCastException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                  0x57d2cc9b                                         
??4InvalidOperationException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                           0x647ea8b8                                         
??4InvalidOperationException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                             0x5fc7bda1                                         
??4Logging@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                             0x12877d18                                         
??4Logging@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                               0x2acffa01                                         
??4MemoryStream@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                          0xf90c513f                                         
??4Monitor@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                               0x458e1582                                         
??4MultiSz@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                               0xe6f72612                                         
??4MutableString@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                       0xddb95932                                         
??4MutableString@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                         0xd7c8079b                                         
??4MutableString@UnBCL@@QEAAAEAV01@PEBG@Z                                                            0x37b7a23a                                         
??4Mutex@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                               0x674fef24                                         
??4Mutex@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                                 0xe27c790d                                         
??4NotSupportedException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                               0xa37f3797                                         
??4NotSupportedException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                 0x394908c0                                         
??4Object@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                                0xb420adf1                                         
??4ObjectDisposedException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                             0x9052b1b2                                         
??4ObjectDisposedException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                               0x0b31401b                                         
??4OperatingSystem@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                       0xffbc1048                                         
??4OutOfMemoryException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                0xf4b50306                                         
??4OutOfMemoryException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                  0xca672c6f                                         
??4OverflowException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                   0x6dde60f4                                         
??4OverflowException@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                     0xe02436dd                                         
??4Path@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                                0x89cd69fe                                         
??4Path@UnBCL@@QEAAAEAV01@AEBV01@@Z                                                                  0xfdc97567                                         
??4PathTooLongException@UnBCL@@QEAAAEAV01@$$QEAV01@@Z                                                0x958cdb4f                                         
